Latitude 	 Longitude 	 Weight 	 Continent
32.5296	-101.709	1	North America
37.3951	-79.2039	7	North America
-26.0717	-48.6733	1	South America
-0.75153	100.248	2	Asia
40.8177	29.2981	17	Asia
37.541	-6.31199	12	Europe
-28.6675	25.0344	1	Africa
-29.9856	-71.3428	6	South America
57.6769	-2.02612	2	Europe
37.9679	-121.289	27	North America
-29.6926	-54.8034	1	South America
59.8115	30.563	11	Europe
46.9459	18.9131	10	Europe
55.7126	52.4007	2	Europe
47.0781	2.39819	3	Europe
47.1265	0.816188	1	Europe
0.508334	101.419	190	Asia
47.2153	39.7134	147	Europe
55.1872	34.3036	2	Europe
52.0594	-9.49595	2	Europe
35.8305	-85.9786	20	North America
-0.58853	117.065	6	Asia
39.0664	-84.2017	2	North America
35.4862	140.044	5	Asia
13.0015	77.5954	41	Asia
41.5996	2.58629	2	Europe
45.5241	9.33338	33	Europe
52.3516	-6.4594	4	Europe
-15.4244	-39.495	1	South America
38.3434	-81.6437	9	North America
52.9273	9.23096	4	Europe
10.3199	-62.9667	1	South America
34.5681	135.516	6	Asia
46.2561	7.6246	1	Europe
-0.789275	113.921	26	Asia
53.4262	-112.091	2	North America
30.8215	-89.1377	1	North America
42.0534	-0.546951	1	Europe
43.1157	10.8202	1	Europe
-8.22244	114.945	1	Asia
43.4636	-85.4775	1	North America
25.7007	-100.465	103	North America
37.2791	-80.0165	10	North America
38.1362	-121.308	9	North America
55.297	-2.07469	3	Europe
52.9939	6.28869	4	Europe
9.42754	-83.693	1	North America
51.5184	-3.63421	5	Europe
40.6023	17.2295	1	Europe
42.0909	-86.0081	1	North America
36.194	-5.92465	1	Europe
4.2265	103.421	29	Asia
44.0258	-117.0	2	North America
35.0231	-81.035	11	North America
-20.0904	-41.1119	11	South America
37.8036	29.718	1	Asia
53.8192	22.329	1	Europe
-15.0709	-40.868	2	South America
55.6475	37.4117	100	Europe
29.7556	-95.7383	37	North America
3.94649	113.811	19	Asia
37.5702	-84.2869	1	North America
3.5118	103.158	2	Asia
50.1274	19.3585	1	Europe
56.1308	47.2532	19	Europe
-27.8266	-52.3221	1	South America
-19.6019	-40.7725	11	South America
18.1251	-66.4993	19	North America
53.4482	-113.469	5	North America
49.2235	28.4037	2	Europe
-10.7725	-37.3048	2	South America
53.756	-0.844026	2	Europe
37.9032	40.2236	1	Asia
29.9754	-92.1214	3	North America
12.6199	102.146	1	Asia
43.1952	-2.46631	3	Europe
55.5713	37.5722	90	Europe
40.3442	-75.8734	29	North America
40.5441	-79.1612	8	North America
0.738073	124.313	6	Asia
-3.51196	120.905	1	Asia
53.7204	120.023	1	Europe
37.0779	-94.3757	4	North America
58.163	55.8611	2	Europe
37.2461	-8.19459	4	Europe
27.1548	78.0083	1	Asia
54.2086	16.192	4	Europe
32.4824	-91.9156	1	North America
39.0261	-86.9358	3	North America
6.336	8.08599	4	Africa
40.7308	-85.1835	1	North America
34.6351	-79.0702	6	North America
39.6995	-82.9399	1	North America
10.8917	-72.8433	1	South America
-12.7197	-38.3954	1	South America
-21.2741	-50.7091	4	South America
57.437	39.7056	1	Europe
38.8374	-104.789	23	North America
37.5013	-77.39	25	North America
21.1603	72.768	3	Asia
57.5898	-2.19884	1	Europe
35.1202	-97.846	1	North America
55.5623	9.69445	1	Europe
41.729	8.80969	1	Europe
-22.5842	17.0831	36	Africa
45.7046	8.79532	15	Europe
-23.6351	-48.1082	14	South America
