Latitude 	 Longitude 	 Weight 	 Continent
44.346	11.8394	2	Europe
-27.6698	-53.8305	1	South America
42.4578	-73.2598	1	North America
49.7777	6.64945	1	Europe
48.4334	-119.525	1	North America
57.2084	25.2601	7	Europe
46.865	-96.8182	13	North America
30.2473	-95.1983	3	North America
38.2908	-76.8045	4	North America
-26.0693	-53.1264	1	South America
31.6206	-8.01714	61	Africa
-23.8847	29.7332	2	Africa
-27.2447	-48.6992	8	South America
30.8286	-88.4226	1	North America
27.4916	-99.4308	1	North America
57.4632	10.051	2	Europe
39.5564	-89.6459	1	North America
45.501	-122.889	34	North America
38.5644	-77.3177	106	North America
55.7969	9.74419	1	Europe
13.6886	-88.1003	1	North America
35.932	-77.6592	2	North America
13.6723	121.396	1	Asia
45.7668	3.08944	18	Europe
-11.0019	-37.1007	218	South America
-16.4622	-49.9524	1	South America
1.32693	103.721	1799	Asia
42.2426	-83.6243	34	North America
56.7909	23.9296	3	Europe
34.9928	135.546	7	Asia
20.7415	-102.535	1	North America
46.0027	8.96044	3	Europe
49.9789	9.09897	3	Europe
44.2678	-71.5592	1	North America
-26.9875	-51.1292	2	South America
41.85	-1.37136	1	Europe
34.9667	-78.7415	11	North America
54.5931	-7.31474	5	Europe
-24.6098	-47.4528	3	South America
17.3818	78.4999	8	Asia
40.1847	49.4875	1	Asia
45.3438	-72.5248	1	North America
40.1233	-75.3409	48	North America
40.0547	-83.2923	3	North America
-7.0949	110.925	5	Asia
40.665	-80.5877	2	North America
53.6047	107.776	1	Europe
3.71411	102.476	18	Asia
35.0131	136.123	20	Asia
-22.4879	-42.2009	3	South America
36.2808	-95.8199	2	North America
-6.07925	-35.3013	4	South America
34.8786	-114.663	1	North America
