Tweet Id 	 Latitude 	 Longitude
146558	49.1994	-122.913	
146584	42.7847	-73.8638	
146735	51.5207	-0.142822	
147455	18.0485	-66.4801	
147463	18.0464	-66.4956	
148772	-23.6828	-46.5955	
149071	48.7093	2.38444	
149127	48.8021	2.35705	
150017	35.5815	-78.6427	
150036	33.4959	-112.161	
150179	51.5207	-0.142822	
150443	51.5207	-0.142822	
150487	40.7666	-74.2142	
150862	33.5602	-116.076	
151373	30.033	-89.8826	
152906	51.3672	0.0412655	
153291	35.6984	139.626	
153474	48.3612	2.81029	
154100	51.5207	-0.142822	
154333	49.1994	-122.913	
154343	52.3871	13.1165	
154882	51.5207	-0.142822	
155042	52.6781	4.84276	
155047	25.81	-80.1401	
156067	19.3168	-99.1424	
156877	33.7534	-84.4132	
157055	51.5207	-0.142822	
157230	36.4056	-94.1954	
157808	48.6189	2.97564	
158149	29.6489	-95.1086	
158241	48.6563	2.35137	
158464	51.734	5.28559	
159050	5.65377	-0.235589	
159870	19.0455	-98.1143	
160012	40.4778	-3.70352	
160652	-24.4945	-53.3	
161167	48.2328	-4.26413	
162345	51.5207	-0.142822	
162393	52.1831	6.57925	
162894	48.8828	2.48088	
164596	48.6818	2.18639	
165130	51.5207	-0.142822	
165868	32.7509	-97.099	
166070	38.2753	24.508	
166124	38.2753	24.508	
166138	38.2753	24.508	
166159	38.2753	24.508	
167551	-36.7524	-73.1069	
167948	50.4872	3.00768	
167950	50.4872	3.00768	
168879	52.3871	13.1165	
169550	51.5207	-0.142822	
170493	41.2927	12.5735	
170686	2.81537	101.762	
171112	51.5207	-0.142822	
171546	-5.14383	119.426	
173166	37.7703	-122.436	
173251	33.6245	-80.9266	
174040	30.0836	-95.9871	
174187	52.3871	13.1165	
174524	32.7995	-97.2914	
174617	44.4922	3.13334	
175369	5.95791	116.073	
175726	36.1873	-115.221	
176353	51.5207	-0.142822	
176381	51.5207	-0.142822	
176739	3.05122	101.559	
177152	51.5207	-0.142822	
177176	51.5207	-0.142822	
177366	51.5118	-0.162971	
177649	36.0212	-86.5571	
178527	51.5207	-0.142822	
178701	32.7995	-97.2914	
179550	51.5207	-0.142822	
179705	-19.8183	-43.9554	
179852	51.5207	-0.142822	
180288	37.3341	127.107	
180424	-36.7374	-71.0353	
181007	51.5207	-0.142822	
181244	51.5207	-0.142822	
181560	-29.88	-51.2793	
181725	18.106	-92.8581	
181764	51.5207	-0.142822	
181793	39.7299	-75.5295	
182035	37.9725	-121.804	
182180	41.3941	2.1393	
182427	45.5353	10.2238	
182688	41.5642	-83.4249	
182792	51.5207	-0.142822	
182870	51.5207	-0.142822	
183019	51.5207	-0.142822	
183051	51.5207	-0.142822	
183119	40.8885	-74.0124	
183123	-22.9088	-45.2346	
183525	51.5207	-0.142822	
184636	30.4602	-91.1116	
185973	49.0805	2.66965	
186184	16.2586	-92.301	
186189	13.69	-89.19	
186198	16.2586	-92.301	
186377	42.7489	-84.4805	
186606	51.5207	-0.142822	
186620	51.5207	-0.142822	
186658	51.5207	-0.142822	
186668	-36.7374	-71.0353	
187300	51.5207	-0.142822	
188212	33.7681	-84.2492	
188309	33.6017	-7.60975	
188763	35.8305	-85.9786	
189118	52.0054	5.89657	
189469	51.5207	-0.142822	
189965	-5.14383	119.426	
189969	-5.14383	119.426	
190629	51.5207	-0.142822	
190985	-23.6828	-46.5955	
191473	47.3139	5.03409	
191780	13.69	-89.19	
191919	51.5207	-0.142822	
192108	51.5207	-0.142822	
192341	33.9498	-118.196	
192781	51.5207	-0.142822	
192785	51.5207	-0.142822	
192889	32.4532	-85.0233	
192984	51.5207	-0.142822	
193229	32.1871	-82.5925	
194616	51.5207	-0.142822	
194762	-0.463414	117.159	
195398	48.9001	2.48478	
195434	38.9979	-105.554	
196319	42.5051	-71.2049	
196486	32.562	-96.76	
196741	-1.27293	-48.4598	
197979	51.5207	-0.142822	
198081	51.5207	-0.142822	
198088	39.1562	-77.2102	
199546	51.5207	-0.142822	
199625	40.7932	-73.9508	
199798	51.5207	-0.142822	
201396	48.7736	1.99674	
201956	51.5207	-0.142822	
202369	38.917	-76.8721	
202385	50.4823	3.1991	
202449	51.5207	-0.142822	
202507	51.5207	-0.142822	
203328	13.69	-89.19	
203846	51.9245	4.27161	
203871	51.5118	-0.163024	
204253	49.0998	2.76076	
204708	33.7964	-118.309	
204773	48.8588	2.34701	
205059	52.3871	13.1165	
205123	51.5207	-0.142822	
206219	51.5207	-0.142822	
206317	51.5207	-0.142822	
207459	51.5207	-0.142822	
207652	37.0683	-88.62	
208546	51.5207	-0.142822	
209072	39.4767	-87.401	
209411	53.2218	6.56477	
209460	51.5207	-0.142822	
209536	49.1994	-122.913	
209648	48.5895	2.24626	
210916	-6.16896	106.827	
211043	27.5921	-80.3456	
211484	29.1738	-82.1567	
211966	51.5207	-0.142822	
212003	52.3871	13.1165	
212345	3.14845	101.705	
212449	43.6293	-79.2725	
212941	51.5207	-0.142822	
212958	51.5207	-0.142822	
213123	19.3284	-99.1525	
213633	19.368	-99.2031	
213891	-41.4429	147.132	
214404	40.7627	-74.0332	
216746	51.5207	-0.142822	
217020	52.0769	4.3064	
217102	38.8373	-77.2424	
217285	40.4857	-74.4468	
217907	51.5207	-0.142822	
218329	51.5207	-0.142822	
218352	48.8588	2.34701	
218621	44.9042	-68.6619	
219091	51.5207	-0.142822	
219384	48.8359	2.28639	
219634	39.7992	-86.2538	
219859	53.4424	-2.23348	
220479	51.5207	-0.142822	
220518	51.9995	4.61761	
220783	34.002	-117.955	
221149	38.8106	-76.9523	
221163	38.8106	-76.9523	
221448	37.5211	-122.03	
221449	29.8239	-95.4621	
221660	47.9305	0.191709	
221670	47.9305	0.191709	
221692	47.9305	0.191709	
221773	22.2925	-97.841	
221788	47.9305	0.191709	
222003	48.7768	1.96119	
222449	51.5207	-0.142822	
222472	51.5207	-0.142822	
222601	51.5207	-0.142822	
222665	46.929	4.77614	
223276	28.4501	-81.5202	
223830	51.5207	-0.142822	
225093	51.5207	-0.142822	
225319	51.5207	-0.142822	
225667	-25.7589	28.2465	
225778	51.5207	-0.142822	
226460	29.8239	-95.4621	
226666	49.1994	-122.913	
227364	48.8588	2.34693	
227714	51.5207	-0.142822	
228239	51.5207	-0.142822	
228653	-27.5991	153.076	
229429	51.5207	-0.142822	
229487	49.1994	-122.913	
229493	51.5207	-0.142822	
229584	26.1322	-80.1864	
230079	61.5218	0.00022	
230420	51.5207	-0.142822	
230717	51.5207	-0.142822	
230746	42.2238	-83.3663	
230753	51.5207	-0.142822	
231120	-14.2393	-53.1848	
231155	51.5207	-0.142822	
231479	51.5207	-0.142822	
231535	31.7084	-106.315	
231971	51.5207	-0.142822	
232463	61.2734	73.4332	
233285	27.6986	-83.8046	
233562	51.5207	-0.142822	
233900	41.8338	-87.7319	
234417	51.5207	-0.142822	
234777	40.1541	-97.1808	
234790	55.7559	37.5483	
235148	51.5207	-0.142822	
235286	13.69	-89.19	
235616	51.5207	-0.142822	
235755	48.0771	-1.67961	
235778	51.4485	5.453	
235869	48.8588	2.34693	
236359	33.9668	-84.5252	
236417	51.5207	-0.142822	
236841	55.3593	86.0516	
237045	51.5207	-0.142822	
237233	42.6926	-71.3085	
237513	43.1619	-86.2632	
237690	40.6428	-74.2014	
238087	50.631	3.0472	
238135	50.631	3.0472	
238203	32.5627	-83.7134	
238739	30.2978	-97.7533	
238768	51.5207	-0.142822	
238966	51.5207	-0.142822	
239357	51.5207	-0.142822	
239692	52.3871	13.1165	
239755	51.5207	-0.142822	
239794	51.5207	-0.142822	
239818	51.5207	-0.142822	
240153	51.5207	-0.142822	
240295	51.5207	-0.142822	
240403	51.5207	-0.142822	
240814	33.9847	-84.3534	
242432	51.5207	-0.142822	
242537	-29.7624	-51.0298	
242546	51.5207	-0.142822	
242576	51.5207	-0.142822	
242645	51.5207	-0.142822	
243096	-20.8756	-54.2616	
243463	-23.6828	-46.5955	
243505	41.3941	2.1393	
244223	51.5207	-0.142822	
244770	48.6297	2.44188	
244875	51.5207	-0.142822	
244960	19.4325	-99.1534	
245094	19.4325	-99.1534	
245150	51.9809	5.55241	
245292	51.5207	-0.142822	
245395	34.0591	-118.304	
245711	40.8072	-73.0706	
245909	33.9793	-118.232	
247416	56.5904	59.9662	
248095	52.1638	5.39544	
248129	51.9995	4.61761	
248180	43.3568	5.34505	
248229	51.5207	-0.142822	
248440	41.1409	-80.1722	
249710	51.5207	-0.142822	
250473	51.5207	-0.142822	
250616	49.0714	2.10159	
251833	43.6293	-79.2725	
251985	43.2519	-2.93316	
252551	51.5207	-0.142822	
252699	51.5207	-0.142822	
252875	39.4351	-121.536	
253835	34.5406	-117.361	
253842	51.5207	-0.142822	
253992	19.4309	-99.0987	
254930	50.6566	3.07106	
255105	34.1989	-79.6476	
255301	51.5207	-0.142822	
255558	48.5972	2.46434	
255852	51.5207	-0.142822	
256060	51.5207	-0.142822	
256510	51.5207	-0.142822	
257627	53.4016	-2.56133	
258089	25.7824	-80.2295	
259250	52.948	-1.17128	
259604	51.5207	-0.142822	
260263	51.5207	-0.142822	
260311	51.5207	-0.142822	
261461	51.5207	-0.142822	
261477	51.5207	-0.142822	
262310	51.5207	-0.142822	
262797	51.5207	-0.142822	
263247	10.9204	-68.3812	
263554	32.4437	-81.7724	
264083	48.9341	2.39861	
264116	37.9759	-81.8175	
264195	55.7559	37.5483	
264688	51.5207	-0.142822	
264915	-33.4454	-70.6231	
265164	-36.7374	-71.0353	
265268	-33.8236	25.5908	
265524	51.5207	-0.142822	
266208	32.8246	-117.109	
266447	-22.916	-43.4474	
266490	51.5207	-0.142822	
266778	40.886	-74.0466	
267063	49.1994	-122.913	
267617	33.0607	-96.7365	
267692	51.5207	-0.142822	
269032	51.5207	-0.142822	
269214	37.7494	-92.1084	
269244	19.5204	-99.2746	
270398	40.8382	-73.9894	
270584	19.2708	-99.6499	
270657	49.1994	-122.913	
270916	49.1994	-122.913	
270920	49.1994	-122.913	
271368	51.5207	-0.142822	
271968	-27.4694	153.022	
272542	39.4207	26.8072	
272663	19.3497	-99.0525	
272786	51.5207	-0.142822	
272827	51.5207	-0.142822	
274034	29.7267	-95.5674	
274090	31.8751	-91.1403	
274496	56.5904	59.9662	
274560	45.552	-73.7359	
275081	21.8395	-102.28	
275252	51.5207	-0.142822	
275345	51.5207	-0.142822	
275608	51.5207	-0.142822	
276078	52.9927	-3.93376	
276225	48.8588	2.34693	
276466	-6.16896	106.827	
276497	51.5207	-0.142822	
276790	3.05122	101.559	
277459	51.5207	-0.142822	
277917	40.7244	-74.001	
278162	34.0213	-84.7614	
278321	52.3871	13.1165	
278565	36.8053	-119.757	
278631	51.5207	-0.142822	
278632	39.349	-76.5459	
279003	51.5207	-0.142822	
279172	3.8888	11.5092	
279531	51.5207	-0.142822	
279647	40.0025	-75.118	
280031	51.5207	-0.142822	
280616	51.5207	-0.142822	
281263	-23.9507	-46.2257	
281277	51.5207	-0.142822	
281348	2.20133	102.248	
282070	51.5207	-0.142822	
282129	37.7048	-122.166	
282425	21.8395	-102.28	
282483	19.2969	-99.1845	
283087	56.5904	59.9662	
283245	51.5207	-0.142822	
283992	49.4428	1.08288	
284079	36.6191	-119.545	
284436	51.5207	-0.142822	
284698	38.9637	35.2433	
284718	-19.9187	-43.9598	
284803	37.8223	-85.7682	
285439	51.5207	-0.142822	
285467	49.1994	-122.913	
285525	51.5207	-0.142822	
285546	51.5207	-0.142822	
285651	28.0543	-82.4294	
285865	33.952	-83.9983	
286063	51.5207	-0.142822	
286258	51.5207	-0.142822	
286699	51.5207	-0.142822	
286816	51.5207	-0.142822	
286886	51.5207	-0.142822	
286920	51.5207	-0.142822	
286980	51.5207	-0.142822	
288038	51.5207	-0.142822	
288051	49.1994	-122.913	
288824	0.247298	-51.0637	
289457	18.6124	-95.6627	
289680	52.3871	13.1165	
290275	-14.2393	-53.1848	
290927	19.3931	-99.1391	
291221	49.1994	-122.913	
291228	40.7947	-74.0174	
291832	51.5207	-0.142822	
291841	60.7218	28.7527	
292581	30.033	-89.8826	
292738	51.5207	-0.142822	
293050	51.5207	-0.142822	
293815	43.2519	-2.93316	
294154	16.2586	-92.301	
295378	51.5207	-0.142822	
295582	48.8837	2.40957	
295725	51.5207	-0.142822	
296068	51.5207	-0.142822	
296318	49.1994	-122.913	
296681	43.5829	5.01059	
297695	51.5207	-0.142822	
298119	51.5207	-0.142822	
298276	-1.05807	-80.477	
298624	48.7771	2.00351	
298872	51.5207	-0.142822	
298957	43.5964	5.0098	
299086	42.2754	-71.8077	
299327	51.5207	-0.142822	
299426	51.5207	-0.142822	
299529	51.5207	-0.142822	
299711	34.4338	133.807	
300323	-23.6828	-46.5955	
300750	20.0649	-99.3017	
300813	51.5207	-0.142822	
301509	51.5207	-0.142822	
301527	34.1355	-117.901	
301731	51.5207	-0.142822	
302099	51.5207	-0.142822	
302196	51.5207	-0.142822	
302468	49.1994	-122.913	
302691	51.5207	-0.142822	
303661	56.5904	59.9662	
303952	-22.5918	-47.3616	
304576	-2.15629	-79.9344	
304630	51.5207	-0.142822	
304632	51.5207	-0.142822	
305117	-14.2393	-53.1848	
305224	30.4454	-84.2453	
305341	49.1994	-122.913	
307441	-15.7763	-47.7966	
308070	49.1994	-122.913	
308200	51.5207	-0.142822	
308404	49.1994	-122.913	
308900	-22.1994	-55.544	
308994	20.941	-89.6236	
309190	51.5207	-0.142822	
309924	51.5207	-0.142822	
310049	41.3026	-72.9272	
310437	0.247298	-51.0637	
310553	51.5207	-0.142822	
310881	49.1994	-122.913	
311226	51.5207	-0.142822	
311397	51.5207	-0.142822	
312410	51.5207	-0.142822	
312512	-23.6828	-46.5955	
313042	51.5207	-0.142822	
313132	51.3466	-2.92086	
313477	51.5207	-0.142822	
313650	33.7678	-84.4181	
314511	48.8232	3.14248	
316370	42.3474	-88.0892	
316446	48.9409	2.61756	
316493	3.90077	-76.2939	
316929	51.5207	-0.142822	
317466	25.5988	-103.484	
317573	38.2382	-85.6821	
317581	51.5207	-0.142822	
317636	34.1485	-117.982	
318415	34.0209	-118.211	
318442	48.6612	2.34512	
318724	51.5207	-0.142822	
318741	51.5207	-0.142822	
318951	51.5207	-0.142822	
319599	55.8068	37.7121	
319628	51.5207	-0.142822	
319867	51.5207	-0.142822	
320103	51.5207	-0.142822	
320204	51.5207	-0.142822	
320316	51.5207	-0.142822	
320702	51.5207	-0.142822	
321058	51.5207	-0.142822	
321378	51.5207	-0.142822	
321819	33.4595	-88.831	
321872	48.9341	2.39861	
322164	51.5207	-0.142822	
322738	-26.191	28.0137	
323402	48.8588	2.34693	
323524	29.0872	-96.4425	
323608	51.5207	-0.142822	
323668	2.93129	101.696	
323857	52.3871	13.1165	
324385	-34.0416	151.122	
324389	36.1602	-115.056	
324501	34.4981	-117.896	
324758	-0.181528	-78.4758	
325639	51.5207	-0.142822	
325799	51.5207	-0.142822	
326032	35.8628	-86.4133	
326058	35.8627	-86.4132	
326177	51.5207	-0.142822	
326408	53.4085	-6.27127	
327621	51.5207	-0.142822	
328118	51.585	5.06361	
328248	51.5207	-0.142822	
328741	51.5207	-0.142822	
329357	31.873	-91.1428	
329781	26.3541	127.842	
329912	-26.0814	28.021	
330074	45.3687	-122.64	
330493	19.0594	-98.2966	
330537	13.7214	-88.9364	
330701	51.5207	-0.142822	
330764	1.35143	103.96	
331926	51.5207	-0.142822	
332137	45.7012	4.88058	
332397	-17.7669	-63.1454	
332982	34.0374	-80.9375	
333239	51.5207	-0.142822	
333674	39.4207	26.8072	
333869	51.5207	-0.142822	
334300	51.5207	-0.142822	
334528	51.5207	-0.142822	
